Timestamp,Ambient_Temp,Cargo_Temp,Route_ID,Carrier,Packaging_Type,Product_Type,Transit_Time_Estimated,Delay_Flag
2025-04-06T01:50:00,34.437558072081345,6.21096626169535,PTY-COC,COLDLINE_EXPRESS,Active,Ambient,2025-04-06T05:00:00,0
2025-05-08T00:00:00,36.244703495699554,5.131298316222449,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T00:10:00,25.81209304118443,6.354372131164199,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T00:20:00,24.861445679557555,6.482481270090436,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T00:30:00,30.065169498832756,5.755539183946183,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T00:40:00,35.00242803881052,5.304841724518519,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T00:50:00,34.82405291164218,2.870337694273988,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:00:00,28.572553495068348,7.1305849376919,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:10:00,33.26524155524881,7.205374930925423,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:20:00,32.83447035393544,4.670999131676191,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:30:00,25.073091014371563,2.812119181863052,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:40:00,30.753295217416404,4.968570120295107,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-05-08T01:50:00,29.97571527674485,4.233353387468194,PTY-COC,GLOBAL_CARGO_X,Passive,Ambient,2025-05-08T05:00:00,0
2025-02-02T00:00:00,33.17120148132145,11.12219042875652,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T00:10:00,32.69804600791833,2.0034087252561386,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T00:20:00,34.55256109247334,4.94054928462522,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T00:30:00,36.5017257399827,2.312952471865134,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T00:40:00,28.134404051748184,6.007194128289635,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T00:50:00,37.39924387599277,5.793548562542258,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,1
2025-02-02T01:00:00,29.94208340109003,5.381197410229046,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T01:10:00,31.63611693182933,6.013150603345064,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T01:20:00,33.03064681549542,1.1115408125008006,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T01:30:00,25.25240477410571,3.806205336874495,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T01:40:00,18.409658759060857,4.4639632963142555,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-02-02T01:50:00,24.261400135875,7.779205656293183,PTY-COC,COLDLINE_EXPRESS,Passive,Ambient,2025-02-02T05:00:00,0
2025-04-14T00:00:00,35.41525621587638,7.1076041040698055,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T00:10:00,34.5256097997828,3.792191255030943,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T00:20:00,32.57523843153024,12.705462981309442,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T00:30:00,36.654406639860426,6.976405221008223,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T00:40:00,28.42365377679827,6.517938440986535,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T00:50:00,30.825113990546694,3.288142164341264,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,1
2025-04-14T01:00:00,41.573292833367546,1.2654696148165039,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T01:10:00,27.92734097305054,5.160397425081629,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,1
2025-04-14T01:20:00,27.640340671052833,7.177901193934732,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T01:30:00,37.801900705664394,5.2571020001421624,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-04-14T01:40:00,26.34816684141432,5.43291717916395,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,1
2025-04-14T01:50:00,41.94517978696231,8.686827516641067,PTY-CHI,DHL_PHARMA,Active,ColdChain,2025-04-14T05:00:00,0
2025-05-27T00:00:00,26.69106767615806,6.704866669592448,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T00:10:00,26.140904611216225,8.322603461216309,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T00:20:00,27.62527344419522,3.693341534852576,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T00:30:00,34.72690845043783,7.532813710745749,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T00:40:00,40.610780985063165,7.064930521102294,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T00:50:00,26.346292983851733,2.44016053347374,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T01:00:00,32.219097140731144,6.5492681068586736,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T01:10:00,29.90278929550226,3.134816686877838,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T01:20:00,28.7371592430342,2.504433636070301,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T01:30:00,37.71533825929542,7.646527614302473,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,1
2025-05-27T01:40:00,37.20636644533058,2.1282756976411212,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-05-27T01:50:00,32.024877543852625,6.819476349919634,PTY-DAV,DHL_PHARMA,Active,Ambient,2025-05-27T05:00:00,0
2025-06-09T00:00:00,30.56758672625624,6.324261349042093,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T00:10:00,26.924331611143348,9.222635283232503,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T00:20:00,29.241074524822082,6.176634412969153,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T00:30:00,27.567836169738197,5.41519652257144,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T00:40:00,27.053176215278942,6.699204194042049,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T00:50:00,34.76005546923347,7.905100494924742,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:00:00,34.0643105941948,6.259257683847224,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:10:00,32.75868505232537,3.579744084145032,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:20:00,29.89549203017926,5.234654766617564,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:30:00,26.653986359093935,7.323874635493549,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:40:00,28.9115939838639,7.19755370397438,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-06-09T01:50:00,27.96042323614352,5.523246111944933,PTY-COC,DHL_PHARMA,Passive,Ambient,2025-06-09T05:00:00,0
2025-07-06T00:00:00,31.96020944866298,4.750949504812631,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T00:10:00,23.288435867450033,-1.728191052926622,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,1
2025-07-06T00:20:00,31.009537209013978,3.390526629849008,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T00:30:00,28.287055658846768,5.498629083243911,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T00:40:00,39.06833287939454,5.80916579023505,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T00:50:00,34.44492147138577,5.99212846645175,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:00:00,28.70791132091282,7.366964640282005,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:10:00,34.43100983064688,4.53259364137199,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:20:00,22.091730371927273,5.1580180284881125,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:30:00,31.44941405768563,4.625550087302372,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:40:00,36.632519437183866,3.09121974285401,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-07-06T01:50:00,37.391260574112316,3.2410643195064863,PTY-CHI,GLOBAL_CARGO_X,Active,ColdChain,2025-07-06T05:00:00,0
2025-06-22T00:00:00,29.90743432003805,4.422682722159723,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,1
2025-06-22T00:10:00,36.35569112990457,6.541726202928079,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T00:20:00,29.456199257715713,5.8034234441978825,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T00:30:00,28.28399381684416,5.9153529088576775,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T00:40:00,31.120462409052084,5.02518480156359,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,1
2025-06-22T00:50:00,32.368136938637825,5.108701155877142,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:00:00,37.25571803897521,6.918541652170414,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:10:00,36.002057742066995,8.63217558048763,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:20:00,40.94901466608836,3.383403429289697,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:30:00,29.211380208729484,2.2898840889641354,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:40:00,26.20433669223151,5.300787572952415,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-06-22T01:50:00,20.436467414678905,5.724952917610604,PTY-COC,COLDLINE_EXPRESS,Active,ColdChain,2025-06-22T05:00:00,0
2025-09-10T00:00:00,29.386056254212427,6.2977864825070995,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T00:10:00,30.71025045958784,7.07431692988925,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T00:20:00,36.99798323926367,4.105143951483724,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T00:30:00,26.921070776161443,7.872366936155531,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T00:40:00,26.52927023246253,5.219720146086497,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,1
2025-09-10T00:50:00,31.093415461380705,4.031248616061393,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:00:00,31.597687894343572,5.386556123698772,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:10:00,34.62076191542768,6.625712928476198,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:20:00,26.30190615285324,3.701505443332581,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:30:00,25.639481172982205,3.657952177698609,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:40:00,12.609153931817218,4.4634738761009745,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-09-10T01:50:00,34.68536260157589,3.8613477389024444,PTY-DAV,GLOBAL_CARGO_X,Active,ColdChain,2025-09-10T05:00:00,0
2025-04-22T00:00:00,16.956059951578123,3.6898294323518437,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T00:10:00,35.74811539416541,6.050423425381895,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T00:20:00,31.015567739732532,5.099145458598809,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T00:30:00,34.11676258139482,9.104905483490981,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,1
2025-04-22T00:40:00,31.800845010677577,8.437198748027372,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T00:50:00,28.6837914371402,6.069618580162533,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T01:00:00,34.843142423136726,6.291465577446495,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T01:10:00,32.303685337819594,6.172211209446801,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,1
2025-04-22T01:20:00,30.640205342792303,4.03732330144055,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T01:30:00,31.877940339958226,2.256821240553752,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T01:40:00,19.125587486734513,9.06428505191844,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-22T01:50:00,38.058963828592184,3.3740889037626935,PTY-CHI,DHL_PHARMA,PCM,ColdChain,2025-04-22T05:00:00,0
2025-04-03T00:00:00,30.380240199481925,5.705919951077804,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T00:10:00,27.48381257167126,7.090625586015221,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T00:20:00,30.25421284568078,4.022719829223839,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T00:30:00,33.93016977856041,4.425719805153229,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T00:40:00,23.907551793567073,2.6793499494613884,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,1
2025-04-03T00:50:00,39.8212648349745,4.605556658292953,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T01:00:00,28.104711769088397,2.8808417075667023,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,1
2025-04-03T01:10:00,30.89064212880532,5.071270919700912,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T01:20:00,29.82401530768758,5.113117899178336,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T01:30:00,38.90364719072611,5.50495957668717,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,1
2025-04-03T01:40:00,34.334245316710714,5.942073662836042,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-04-03T01:50:00,24.15115783087455,1.6818168232246866,PTY-DAV,COLDLINE_EXPRESS,PCM,ColdChain,2025-04-03T05:00:00,0
2025-09-30T00:00:00,26.767135578787368,2.83690399277121,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T00:10:00,31.09111366265548,6.821128244742161,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T00:20:00,29.960136793416915,7.959888277780052,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,1
2025-09-30T00:30:00,41.87164701746194,7.0290653853745955,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T00:40:00,24.81376922836772,4.619322643832784,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T00:50:00,36.97865967964282,2.3807014199762033,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:00:00,23.007162130904295,6.125938473381142,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:10:00,27.709450485843117,3.7480141394911994,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:20:00,27.038030378805654,3.2720184606403677,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:30:00,17.486202391688924,6.369284403110337,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:40:00,28.80525976566795,3.1848726759168042,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-09-30T01:50:00,31.186621923798715,5.547154806277256,PTY-COC,GLOBAL_CARGO_X,Active,ColdChain,2025-09-30T05:00:00,0
2025-07-13T00:00:00,40.21660244841153,8.239224310874622,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T00:10:00,26.686881205270765,6.141197337186319,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T00:20:00,31.398786748933546,-0.4819096889194032,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T00:30:00,31.29861250860741,3.191366749791183,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T00:40:00,24.304291357050587,5.535485331406522,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T00:50:00,26.740819460989204,5.094797342632828,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T01:00:00,26.990156605518077,6.5205021892707205,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
2025-07-13T01:10:00,32.64902088957641,7.883137241315801,PTY-CHI,COLDLINE_EXPRESS,Active,ColdChain,2025-07-13T05:00:00,0
